0.1297308,0.1984385,1.364265
0.1864657,0.134035,1.343553
0.1551812,0.09661684,1.35088
0.1611353,0.08731163,1.349652
0.1664402,0.07933032,1.347618
0.178084,0.0637659,1.346367
0.1856166,0.05780765,1.344895
0.1941948,0.05471259,1.344326
0.2000199,0.04663023,1.34505
0.2388703,0.05566198,1.337822
0.242244,0.05825129,1.337193
0.2461905,0.0633059,1.33607
0.2518982,0.06849892,1.335031
0.2556574,0.07453972,1.335346
0.260869,0.08167604,1.334818
0.2623474,0.08939853,1.334479
0.2660308,0.09818877,1.334349
0.2685752,0.1046647,1.334481
0.2719105,0.1134157,1.334755
0.2730745,0.1249129,1.335521
0.2757849,0.1363903,1.337029
0.2766335,0.1455109,1.338875
0.2805161,0.2199421,1.352033
0.2961849,0.3097858,1.364974
0.301483,0.3210842,1.366415
0.3079242,0.3290469,1.367596
0.3154192,0.3345557,1.367954
0.3228192,0.3396129,1.368265
0.3329435,0.3458604,1.37013
0.3425664,0.3482715,1.370771
0.3522521,0.3513119,1.371773
0.3613459,0.3511626,1.372041
0.4144087,0.3440579,1.368824
0.4215139,0.3425553,1.367758
0.4300145,0.3364578,1.365468
0.4692217,0.3058385,1.358379
0.4776465,0.2966933,1.357428
0.4857797,0.2867012,1.355506
0.5030215,0.2643855,1.352386
0.5103293,0.2524586,1.350718
