Name,X,Y,Z,DeltaX,DeltaY,DeltaZ,Alpha,Kuant
R5,0.3600297,0.4149148,1.403927,0.004047036,-0.007610679,0.001513362,298.0021492,7
R5,0.3649387,0.4064207,1.405512,0.004909068,-0.008494079,0.001585126,300.0253353,7
R5,0.3703917,0.3958494,1.406704,0.005452991,-0.0105713,0.001191974,297.2860299,7
R5,0.3783842,0.3833011,1.408824,0.007992506,-0.01254827,0.002119899,302.4947263,7
R5,0.3848881,0.3745437,1.408261,0.00650388,-0.008757383,-0.000563026,306.6003096,7
R5,0.3416812,0.3354639,1.410823,-0.04320693,-0.03907982,0.002562046,222.1287236,5
R5,0.3441924,0.3247252,1.411063,0.002511173,-0.0107387,0.000240564,283.1617292,7
R5,0.3450849,0.3140257,1.412423,0.00089258,-0.01069954,0.00135982,274.7687005,7
R5,0.3532138,0.3075397,1.412376,0.008128822,-0.006485969,-4.72E-05,321.4137113,8
R5,0.4182693,0.2142367,1.417396,0.06505552,-0.09330301,0.005019546,304.8861347,7
R5,0.4175834,0.2062871,1.416922,-0.000685841,-0.007949576,-0.000473142,265.0690803,6
R5,0.4184973,0.1895106,1.417118,0.000913829,-0.01677653,0.000195146,273.1178575,7
R5,0.418086,0.1784016,1.41655,-0.000411302,-0.01110899,-0.000567675,267.8796359,6
R5,0.4150124,0.1740739,1.416503,-0.003073543,-0.004327729,-4.67E-05,234.6177195,6
R5,0.4148694,0.1713345,1.41554,-0.000143021,-0.002739385,-0.000963211,267.0113425,6
R6,-0.04211443,0.3068883,1.420269,0.001000069,0.009200513,-0.000855684,83.79647061,2
R6,-0.04106844,0.3149936,1.421622,0.001045991,0.008105367,0.001353025,82.64666672,2
R6,-0.04017688,0.3216884,1.421566,0.000891559,0.006694764,-5.66E-05,82.41440806,2
R6,-0.03849339,0.3292634,1.422684,0.001683492,0.007575005,0.00111866,77.47005666,2
R6,-0.03696113,0.3368793,1.423317,0.001532264,0.007615894,0.000632405,78.62436182,2
R6,-0.03303333,0.3436624,1.42284,0.003927797,0.006783068,-0.000476837,59.92662433,2
R6,-0.03111751,0.3530723,1.423128,0.001915818,0.009409964,0.000287771,78.49217023,2
R6,-0.02769276,0.3605277,1.422839,0.003424747,0.007455349,-0.000288487,65.32747498,2
R6,-0.02318371,0.3681907,1.422661,0.00450906,0.007662982,-0.000178576,59.52654822,2
R6,-0.01780139,0.3757931,1.423529,0.005382314,0.007602394,0.000868321,54.70241465,2
R6,-0.01151411,0.3841366,1.424059,0.00628728,0.008343518,0.000529885,53.0000516,2
R6,-0.005353407,0.3934784,1.425001,0.006160704,0.009341776,0.000942349,56.59599194,2
R6,0.001937555,0.4028411,1.427099,0.007290962,0.009362757,0.002097368,52.09141041,2
R6,0.03698806,0.4434465,1.434139,0.0350505,0.0406054,0.007040501,49.19930549,2
R6,0.05429031,0.4575969,1.439697,0.01730225,0.01415038,0.005558133,39.27749061,1
R6,0.06403489,0.4637937,1.443739,0.009744585,0.006196827,0.004041553,32.45330813,1
R6,0.07336529,0.4725864,1.444981,0.009330392,0.008792639,0.001241803,43.30039801,1
R6,0.08337972,0.4780298,1.448173,0.01001444,0.005443424,0.003192782,28.52662347,1
R6,0.09242809,0.4828731,1.451041,0.009048365,0.004843265,0.002868056,28.15854469,1
R6,0.1034237,0.4874875,1.453392,0.01099563,0.004614472,0.002350926,22.76604767,1
R6,0.179988,0.5103235,1.466829,0.07656424,0.02283594,0.01343679,16.60766176,1
