-0.03082193,0.3002298,1.240396
-0.03026285,0.3009025,1.241252
-0.02905115,0.2998674,1.239887
-0.02793469,0.3002999,1.241017
-0.02591928,0.3006578,1.239909
-0.02370248,0.3018009,1.240193
0.01354077,0.2946594,1.239809
0.01589935,0.2939095,1.240268
0.01978448,0.2939011,1.240468
0.0244805,0.2915543,1.238996
0.0278064,0.2940266,1.237603
0.03227076,0.2913848,1.237215
0.03693183,0.2920669,1.236303
0.04351021,0.2924946,1.235487
0.04927898,0.2925374,1.23488
0.0837247,0.2948427,1.233671
0.09012054,0.294965,1.233475
0.1412094,0.2942264,1.222996
0.1467874,0.2945916,1.222789
0.1524774,0.2940923,1.222877
0.1590813,0.2941276,1.221603
0.1654685,0.2967229,1.220075
0.1709204,0.2972322,1.219365
0.2652145,0.3104242,1.2143
0.2674426,0.3111155,1.217298
0.2701548,0.3117729,1.219115
0.2754269,0.3133759,1.219508
0.2805509,0.3143173,1.220581
0.2840831,0.3152486,1.221542
0.2889436,0.3159893,1.222518
0.2937264,0.3179649,1.223133
0.2974587,0.3178134,1.22384
0.3006742,0.3177283,1.224226
0.3053268,0.3190928,1.224151
0.3086281,0.3176821,1.224162
0.3158897,0.3165911,1.225033
0.3212228,0.3167364,1.225175
0.3385342,0.3158424,1.227961
0.3457669,0.3157262,1.227849
0.3512881,0.3144903,1.229159
