Name,X,Y,Z,DeltaX,DeltaY,DeltaZ,Alpha,Kuant
R5,-0.003626648,0.3006057,1.51059,0.01640273,-0.004523903,-0.004312158,344.5810459,8
R5,-0.000124791,0.2996871,1.509928,0.003501858,-0.000918567,-0.000662446,345.3019602,8
R5,0.00397757,0.2995098,1.510432,0.00410236,-0.000177324,0.000504851,357.5249405,8
R5,0.008613672,0.2965571,1.509426,0.004636102,-0.002952695,-0.001005888,327.5072768,8
R5,0.01221954,0.2961188,1.509226,0.003605866,-0.000438273,-0.000200152,353.0700083,8
R5,0.01561028,0.2941929,1.50801,0.003390743,-0.001925856,-0.001216412,330.404524,8
R5,0.0189101,0.2911936,1.508686,0.003299814,-0.002999336,0.000676036,317.7310163,8
R5,0.05656549,0.2762022,1.506284,0.0376554,-0.0149914,-0.002401829,338.2914671,8
R5,0.06028473,0.2718752,1.506181,0.00371924,-0.004326969,-0.000102997,310.6806592,7
R5,0.06526504,0.2722291,1.505633,0.004980311,0.000353843,-0.000548124,4.063943081,1
R5,0.06958421,0.2713696,1.504014,0.004319161,-0.000859439,-0.001619101,348.7461099,8
R5,0.07427666,0.267461,1.504844,0.004692458,-0.003908604,0.000829816,320.2072412,8
R5,0.079115,0.2672099,1.504411,0.00483834,-0.000251174,-0.000433207,357.028257,8
R5,0.08470242,0.2678713,1.505416,0.005587421,0.000661403,0.001005173,6.750890374,1
R5,0.09038971,0.2688305,1.504728,0.005687289,0.000959218,-0.00068748,9.57340251,1
R5,0.1172451,0.2724228,1.506665,0.02685534,0.003592312,0.001936436,7.618958264,1
R5,0.1213254,0.2718161,1.506722,0.004080348,-0.000606656,5.73E-05,351.5433528,8
R5,0.1256008,0.2716559,1.507095,0.004275352,-0.000160247,0.000373483,357.8534664,8
R5,0.1307709,0.2719525,1.50774,0.005170107,0.000296652,0.000644445,3.28393758,1
R5,0.1527045,0.2693616,1.510274,0.02193367,-0.002590984,0.002534151,353.2629762,8
R5,0.1620676,0.2690781,1.510608,0.0093631,-0.00028348,0.000333548,358.2658275,8
R5,0.1729973,0.2685933,1.510989,0.01092967,-0.000484824,0.00038147,357.4601079,8
R5,0.1793586,0.2682754,1.510923,0.006361321,-0.000317842,-6.59E-05,357.1396095,8
R5,0.1853561,0.267197,1.511132,0.005997449,-0.001078427,0.000208497,349.8063334,8
R5,0.2599598,0.268037,1.530696,0.07460371,0.000839979,0.01956391,0.645077696,1
R5,0.2646643,0.2689735,1.535779,0.004704535,0.000936508,0.005083203,11.25841141,1
R5,0.2700034,0.2689722,1.538756,0.005339056,-1.28E-06,0.002977133,359.9862477,8
R5,0.2742122,0.2684523,1.54114,0.004208773,-0.000519902,0.002384186,352.958038,8
R5,0.2847333,0.2678961,1.5456,0.01052117,-0.000556231,0.0044595,356.9737189,8
R5,0.2892785,0.2653682,1.54753,0.004545182,-0.002527863,0.001930714,330.9187982,8
R5,0.2952643,0.2651295,1.549669,0.005985767,-0.000238657,0.002138495,357.7167838,8
R5,0.299989,0.262421,1.549968,0.004724741,-0.002708554,0.000299573,330.1756307,8
R6,-0.06041931,0.2625393,1.451167,-0.06041931,0.2625393,1.451167,102.960075,3
R6,-0.06085601,0.2641635,1.453579,-0.000436708,0.001624167,0.002412081,105.0498221,3
R6,-0.0612784,0.2656427,1.453311,-0.000422388,0.001479179,-0.000268459,105.9370059,3
R6,-0.06078694,0.2676107,1.453145,0.000491459,0.001968026,-0.000165939,75.97876218,2
R6,-0.03517839,0.2879049,1.44042,0.02560856,0.02029419,-0.01272476,38.39600853,1
R6,-0.02364463,0.2906689,1.440237,0.01153375,0.002763987,-0.000183463,13.47641251,1
R6,-0.01751045,0.290109,1.440028,0.006134186,-0.000559837,-0.000208497,354.7853457,8
R6,-0.01093296,0.2915535,1.439761,0.006577491,0.001444489,-0.000267506,12.38615455,1
R6,-0.005436748,0.2919745,1.442024,0.005496209,0.000420928,0.002263069,4.379457061,1
R6,0.000704612,0.292622,1.443398,0.00614136,0.000647515,0.001374602,6.01875117,1
R6,0.005945048,0.2944905,1.444581,0.005240437,0.001868516,0.001182079,19.62406318,1
R6,0.01139462,0.294919,1.445407,0.005449573,0.000428557,0.000826359,4.496517338,1
R6,0.09342803,0.2963765,1.457358,0.08203341,0.001457423,0.01195121,1.017821919,1
R6,0.1033968,0.2958506,1.461723,0.009968817,-0.000525892,0.004365206,356.9802359,8
R6,0.1100231,0.2961819,1.462594,0.006626219,0.000331283,0.000870228,2.8621607,1
R6,0.1148312,0.2973276,1.463958,0.004808106,0.00114575,0.001364112,13.4033556,1
R6,0.1208808,0.2970077,1.464997,0.006049678,-0.000319928,0.001038909,356.9728209,8
R6,0.1260728,0.2979367,1.466283,0.005191915,0.000929028,0.001286745,10.14499132,1
R6,0.1311052,0.2981378,1.46517,0.005032465,0.000201136,-0.001113057,2.288760622,1
R6,0.1526769,0.2961034,1.46182,0.02157171,-0.002034456,-0.003349781,354.6122967,8
R6,0.2218699,0.2941874,1.465041,0.06919299,-0.001915962,0.003220201,358.4138785,8
R6,0.2237433,0.2921353,1.464442,0.001873329,-0.002052099,-0.000598908,312.3924642,7
R6,0.2326238,0.2930404,1.465684,0.008880585,0.000905037,0.001242518,5.819029196,1
R6,0.2935967,0.2921216,1.4674,0.06097287,-0.000918746,0.001715422,359.1367261,8
