-0.005488254,0.2393809,1.275487
-0.005162968,0.238872,1.275055
-0.007060491,0.240553,1.275041
0.000877313,0.294269,1.275638
0.004201986,0.3076157,1.272589
0.006701036,0.3166865,1.273322
0.009914814,0.3239923,1.271733
0.01120134,0.3287334,1.271111
0.04871185,0.3857202,1.279105
0.06942841,0.4021803,1.278712
0.07530875,0.4063322,1.279653
0.0814484,0.4122659,1.279571
0.08763719,0.4171834,1.278815
0.09388684,0.4228642,1.278764
0.0997132,0.4282332,1.279402
0.1268804,0.4397235,1.275723
0.1615254,0.4521356,1.273386
0.1704712,0.4716812,1.275996
0.177141,0.4718896,1.275381
0.1836397,0.4721999,1.275839
0.1889199,0.4636007,1.275294
0.1966525,0.4649324,1.276486
0.2042066,0.4648675,1.275876
0.2134846,0.4665352,1.276703
0.2220876,0.4664695,1.275787
0.2304183,0.4693472,1.275391
0.2742771,0.4722825,1.2754
0.2820031,0.4707899,1.275813
0.3261861,0.4582639,1.27627
0.3485254,0.4452147,1.276828
0.360573,0.4350795,1.277415
0.3655988,0.4309844,1.277927
0.3715534,0.4247403,1.277822
0.4098024,0.3479587,1.27185
0.4171326,0.3330183,1.271168
0.4220569,0.3184423,1.271922
0.4238264,0.3113978,1.272171
0.4267115,0.3057022,1.27364
0.4277158,0.2995836,1.273684
0.4007843,0.2800406,1.272874
