0.2847512,0.4066391,1.415844
0.2857185,0.4093979,1.416286
0.2883011,0.4160509,1.41474
0.2917135,0.4265885,1.412519
0.2913767,0.4259355,1.409239
0.2914703,0.4204605,1.404238
0.2943895,0.4176784,1.40142
0.3401662,0.3900474,1.385888
0.41449,0.3200668,1.3682
0.4414083,0.2743365,1.36186
0.4480724,0.2618155,1.359762
0.4620454,0.2363839,1.355862
0.4707732,0.2120809,1.353013
0.4270905,0.05428236,1.340236
0.4239856,0.04687623,1.3384
0.4188928,0.03746093,1.336309
0.4112929,0.02732736,1.335523
0.392224,0.01281936,1.332256
0.3851495,0.005000368,1.332262
0.3769149,-9.24E-05,1.332467
0.3136813,-0.01595298,1.336358
0.3088183,-0.0186701,1.33698
0.2990245,-0.02005204,1.338801
0.2802736,-0.01605223,1.340235
0.211775,-0.00259776,1.35141
0.2035391,0.003149874,1.351316
0.1875278,0.008062631,1.354713
0.1749035,0.01511785,1.356064
0.161277,0.02093896,1.355264
0.1491401,0.02974419,1.35574
0.09080069,0.07151311,1.352336
0.03116578,0.1713608,1.356375
0.02273598,0.1850388,1.360068
0.01338023,0.1954351,1.362779
0.004012677,0.2153521,1.365346
-0.00762126,0.2359872,1.370951
-0.01630594,0.2475064,1.374385
-0.01822389,0.2590963,1.376815
-0.02228489,0.2659439,1.379027
-0.02742521,0.2848221,1.383056
