Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R0,0.01357572,0.3208706,1.297187,,,,
R0,0.01304679,0.3247484,1.296961,-0.00052893,0.0038778,97.76718361,3
R0,0.01181559,0.3322853,1.29405,-0.0012312,0.0075369,99.27767918,3
R0,0.01263523,0.3374162,1.292553,0.00081964,0.0051309,80.92392169,2
R0,0.01222115,0.3406873,1.289503,-0.00041408,0.0032711,97.21455009,3
R0,0.01265412,0.3404985,1.288339,0.00043297,-0.0001888,336.4400096,8
R0,0.01277644,0.3431359,1.288158,0.00012232,0.0026374,87.34458135,2
R0,0.01380983,0.3424058,1.287416,0.00103339,-0.0007301,324.7584257,8
R0,0.04699519,0.3293293,1.285821,0.03318536,-0.0130765,338.4933656,8
R0,0.06173773,0.3273028,1.280658,0.01474254,-0.0020265,352.1732092,8
R0,0.08393342,0.3205331,1.274909,0.02219569,-0.0067697,343.0382598,8
R0,0.08890755,0.3200924,1.273442,0.00497413,-0.0004407,354.9369054,8
R0,0.09438388,0.3177801,1.27153,0.00547633,-0.0023123,337.108811,8
R0,0.09893913,0.3158491,1.271273,0.00455525,-0.001931,337.0275974,8
R0,0.1048272,0.3145205,1.271767,0.00588807,-0.0013286,347.2845718,8
R0,0.1093558,0.314437,1.270743,0.0045286,-8.35E-05,358.9436789,8
R0,0.1192216,0.3150384,1.271119,0.0098658,0.0006014,3.488322938,1
R0,0.1252453,0.3142025,1.271236,0.0060237,-0.0008359,352.0996029,8
R0,0.1313873,0.3140619,1.271424,0.006142,-0.0001406,358.6886389,8
R0,0.2009894,0.3120138,1.269361,0.0696021,-0.0020481,358.3145101,8
R0,0.2042753,0.3111884,1.26904,0.0032859,-0.0008254,345.8993608,8
R0,0.2068396,0.3113076,1.270123,0.0025643,0.0001192,2.661445271,1
R0,0.2112837,0.3117139,1.269433,0.0044441,0.0004063,5.223721107,1
R0,0.2456675,0.314667,1.276602,0.0343838,0.0029531,4.908880486,1
R0,0.2706372,0.3118264,1.278116,0.0249697,-0.0028406,353.5098266,8
R0,0.2751251,0.3125646,1.278574,0.0044879,0.0007382,9.340754007,1
R0,0.2791417,0.3123607,1.277923,0.0040166,-0.0002039,357.0939129,8
R0,0.2834421,0.3128293,1.27813,0.0043004,0.0004686,6.218790789,1
R0,0.2872391,0.3123692,1.277495,0.003797,-0.0004601,353.0908909,8
R0,0.2911285,0.3132714,1.277554,0.0038894,0.0009022,13.05958284,1
R0,0.2957162,0.3131991,1.27596,0.0045877,-7.23E-05,359.0971201,8
R0,0.3005103,0.3161282,1.274903,0.0047941,0.0029291,31.42410261,1
R0,0.304679,0.3169564,1.274871,0.0041687,0.0008282,11.23669908,1
R0,0.3084143,0.3171107,1.275179,0.0037353,0.0001543,2.365463365,1
