Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R6,0.1866649,0.3111595,1.165756,0.0063552,0.0003781,3.404775342,1
R6,0.1954867,0.3110316,1.165045,0.0088218,-1.28E-04,359.169374,8
R6,0.2253911,0.3102015,1.161467,0.0299044,-0.0008301,358.4099659,8
R6,0.2321208,0.3102269,1.159435,0.0067297,2.54E-05,0.216251228,1
R6,0.2401034,0.3103786,1.157909,0.0079826,0.0001517,1.088708397,1
R6,0.2439222,0.3101535,1.157396,0.0038188,-2.25E-04,356.6265912,8
R6,0.2487998,0.3100682,1.156643,0.0048776,-8.53E-05,358.9981073,8
R6,0.2532505,0.3103203,1.1552,0.0044507,2.52E-04,3.241927788,1
R6,0.2569084,0.3094379,1.155971,0.0036579,-0.0008824,346.4375789,8
R6,0.2623731,0.3090198,1.155274,0.0054647,-4.18E-04,355.6248675,8
R6,0.2667241,0.3087382,1.154936,0.004351,-0.0002816,356.2969386,8
R6,0.2705622,0.3088098,1.155345,0.0038381,7.16E-05,1.068732451,1
R6,0.2744199,0.3102236,1.155519,0.0038577,0.0014138,20.12726932,1
R6,0.2904069,0.3124576,1.154861,0.015987,2.23E-03,7.95491715,1
R6,0.3167315,0.3160161,1.157354,0.0263246,0.0035585,7.698449149,1
R6,0.3300719,0.3176477,1.15587,0.0133404,1.63E-03,6.972939768,1
R6,0.3402148,0.3156716,1.157529,0.0101429,-0.0019761,348.975399,8
R6,0.3497408,0.314672,1.157797,0.009526,-1.00E-03,354.009655,8
R6,0.3547005,0.3149377,1.160215,0.0049597,0.0002657,3.066506071,1
R6,0.359311,0.3134492,1.160138,0.0046105,-1.49E-03,342.1073253,8
R6,0.363966,0.3130818,1.162281,0.004655,-0.0003674,355.4872348,8
R6,0.3705615,0.3102349,1.163257,0.0065955,-2.85E-03,336.6529057,8
R6,0.3762409,0.3101859,1.162551,0.0056794,-4.9E-05,359.5056831,8
R6,0.3994769,0.303587,1.15869,0.023236,-6.60E-03,344.1457365,8
R6,0.4082309,0.3000097,1.159735,0.008754,-0.0035773,337.7727442,8
R6,0.4157881,0.2957991,1.161272,0.0075572,-4.21E-03,330.8750208,8
R6,0.4273648,0.2886103,1.15814,0.0115767,-0.0071888,328.1609002,8
R6,0.4304549,0.2864652,1.156894,0.0030901,-2.15E-03,325.2322119,8
R6,0.4329492,0.2854051,1.156768,0.0024943,-0.0010601,336.9740702,8
R6,0.4361095,0.2845768,1.156417,0.0031603,-8.28E-04,345.3133873,8
R6,0.4391613,0.2831975,1.157024,0.0030518,-0.0013793,335.6788026,8
R6,0.4413294,0.2819927,1.156271,0.0021681,-1.20E-03,330.9393381,8
R6,0.4469276,0.2801647,1.156723,0.0055982,-0.001828,341.9164036,8
R6,0.4639197,0.2791225,1.156834,0.0169921,-1.04E-03,356.4901954,8
R6,0.4684543,0.2796726,1.157444,0.0045346,0.0005501,6.91684945,1
R6,0.4743122,0.2796329,1.156498,0.0058579,-3.97E-05,359.6117026,8
R6,0.4796805,0.2805054,1.157457,0.0053683,0.0008725,9.231458995,1
R6,0.4832689,0.2796036,1.157199,0.0035884,-9.02E-04,345.8931481,8
R6,0.4871917,0.2797982,1.158831,0.0039228,0.0001946,2.83996789,1
R7,0.03593543,0.3320525,1.263614,-0.45125627,5.23E-02,173.3947167,4
R7,0.03917288,0.3316903,1.264727,0.00323745,-0.0003622,353.6163983,8
R7,0.04282387,0.33157,1.264201,0.00365099,-1.20E-04,358.1127887,8
R7,0.1111282,0.3320176,1.258199,0.06830433,0.0004476,0.375455316,1
R7,0.1129943,0.3327573,1.258635,0.0018661,7.40E-04,21.62278975,1
R7,0.1156883,0.3335302,1.25925,0.002694,0.0007729,16.00801636,1
R7,0.1183972,0.3339079,1.258711,0.0027089,3.78E-04,7.937537119,1
R7,0.1223962,0.3334485,1.258613,0.003999,-0.0004594,353.4466618,8
R7,0.1255031,0.3328422,1.258222,0.0031069,-6.06E-04,348.9577166,8
R7,0.1281332,0.3318116,1.258944,0.0026301,-0.0010306,338.6023591,8
R7,0.1323847,0.3324183,1.260341,0.0042515,6.07E-04,8.121423234,1
R7,0.1497627,0.3315669,1.263906,0.017378,-0.0008514,357.1951518,8
R7,0.1540249,0.3319175,1.26487,0.0042622,3.51E-04,4.702448482,1
R7,0.1594931,0.3318596,1.26451,0.0054682,-5.79E-05,359.3933467,8
R7,0.1647982,0.3323247,1.264614,0.0053051,4.65E-04,5.010330911,1
R7,0.1699971,0.3341488,1.264845,0.0051989,0.0018241,19.33406828,1
R7,0.1748289,0.3325308,1.265119,0.0048318,-1.62E-03,341.4861128,8
R7,0.1791611,0.3333589,1.26507,0.0043322,0.0008281,10.82154766,1
R7,0.2619269,0.3208286,1.283939,0.0827658,-1.25E-02,351.3911008,8
R7,0.2634599,0.3221115,1.284088,0.001533,0.0012829,39.92447457,1
R7,0.2668785,0.3216672,1.285154,0.0034186,-4.44E-04,352.5950327,8
R7,0.2700316,0.3208752,1.285331,0.0031531,-0.000792,345.900068,8
R7,0.2756549,0.3196395,1.286607,0.0056233,-1.24E-03,347.606441,8
R7,0.2798425,0.3183623,1.287557,0.0041876,-0.0012772,343.0385194,8
R7,0.2840753,0.31575,1.288731,0.0042328,-2.61E-03,328.3189205,8
R7,0.292963,0.312613,1.289694,0.0088877,-0.003137,340.559021,8
R7,0.3119836,0.3074869,1.295675,0.0190206,-5.13E-03,344.916994,8
R7,0.315403,0.307079,1.29731,0.0034194,-0.0004079,353.1973362,8
R7,0.3191099,0.3056348,1.297668,0.0037069,-1.44E-03,338.7142223,8
R7,0.3237669,0.3059556,1.299789,0.004657,0.0003208,3.94062603,1
R7,0.3274945,0.3046236,1.299805,0.0037276,-1.33E-03,340.3364394,8
R7,0.3310472,0.3042213,1.302574,0.0035527,-0.0004023,353.5394711,8
R7,0.3344225,0.3050527,1.302917,0.0033753,8.31E-04,13.83756431,1
R7,0.3363533,0.3042153,1.30336,0.0019308,-0.0008374,336.5533216,8
R7,0.3384947,0.3033398,1.30392,0.0021414,-8.76E-04,337.7630627,8
R7,0.3425429,0.3032256,1.304078,0.0040482,-0.0001142,358.3841107,8
R7,0.3457168,0.3020555,1.306614,0.0031739,-1.17E-03,339.7629277,8
R7,0.3562364,0.3001212,1.311368,0.0105196,-0.0019343,349.581074,8
R7,0.403291,0.3076181,1.318697,0.0470546,7.50E-03,9.052475614,1
R7,0.4036106,0.307542,1.3182,0.0003196,-7.61E-05,346.6066944,8
R8,0.09229926,0.3169595,1.174973,-0.31131134,9.42E-03,178.26727,4
R8,0.09607884,0.317224,1.173332,0.00377958,0.0002645,4.003107912,1
R8,0.09995106,0.3183488,1.173266,0.00387222,1.12E-03,16.1974906,1
R8,0.1056309,0.3204315,1.173118,0.00567984,0.0020827,20.1371215,1
R8,0.111178,0.3207066,1.171791,0.0055471,2.75E-04,2.839171034,1
R8,0.1371669,0.3223123,1.16906,0.0259889,0.0016057,3.535472366,1
R8,0.1420702,0.3222615,1.169008,0.0049033,-5.08E-05,359.4064158,8
R8,0.1758054,0.3279601,1.176641,0.0337352,0.0056986,9.587975838,1
R8,0.1796852,0.3283496,1.177416,0.0038798,3.90E-04,5.732816954,1
R8,0.1831437,0.3293038,1.177506,0.0034585,0.0009542,15.42417859,1
R8,0.1882214,0.328763,1.177251,0.0050777,-5.41E-04,353.9206355,8
R8,0.1936367,0.3289852,1.176433,0.0054153,0.0002222,2.34963615,1
R8,0.1983612,0.327892,1.17464,0.0047245,-1.09E-03,346.9716424,8
R8,0.2048087,0.3253361,1.172949,0.0064475,-0.0025559,338.375773,8
R8,0.2121398,0.3222588,1.170529,0.0073311,-3.08E-03,337.2293012,8
R8,0.2170418,0.3213493,1.169825,0.004902,-0.0009095,349.4890619,8
R8,0.2215701,0.3205226,1.169547,0.0045283,-8.27E-04,349.65385,8
R8,0.2282016,0.321558,1.16736,0.0066315,0.0010354,8.874149015,1
R8,0.2320983,0.3200793,1.166947,0.0038967,-1.48E-03,339.2195013,8
