1,8,7,6,5,5,5,6,6,6,6,6,6,2,1,8,8,5,4,4,5,5,5,8,1,8,7,7,7,7,7,5,5,5,5,4,Dada,Dada
3,2,2,5,5,5,6,6,6,6,6,6,7,7,8,8,8,7,4,2,1,1,1,8,8,7,7,7,7,7,7,5,5,5,4,5,Dada,Dada
1,8,4,5,5,5,5,6,6,6,6,7,7,7,8,8,1,1,6,5,5,1,8,8,8,7,7,7,7,7,6,4,4,5,4,5,Dada,Dada
7,6,5,5,5,5,5,6,6,6,6,6,6,7,8,8,8,2,7,2,1,8,8,8,8,7,7,7,7,7,7,6,5,5,5,5,Dada,Dada
7,7,6,5,5,5,6,6,6,6,6,6,6,7,7,8,8,1,3,4,1,1,8,1,1,8,7,7,7,7,7,6,5,5,5,4,Dada,Dada
6,7,7,7,5,5,5,6,6,6,6,6,6,6,7,8,8,1,5,2,4,1,8,8,8,8,7,7,7,7,7,7,5,5,5,5,Dada,Dada
2,2,1,6,5,5,6,6,6,6,6,6,6,6,6,8,8,8,3,7,1,1,1,1,8,8,8,7,7,7,7,7,6,5,5,4,Dada,Dada
7,7,8,6,6,5,5,6,6,6,6,6,6,7,7,8,8,8,4,4,1,1,8,8,8,7,7,7,7,7,6,5,5,5,4,5,Dada,Dada
7,7,6,6,5,5,6,6,7,6,6,6,6,6,8,8,8,8,2,4,1,8,1,8,8,8,7,7,7,7,7,7,5,5,5,4,Dada,Dada
6,6,6,5,5,6,6,6,6,6,6,6,6,7,8,8,1,1,4,4,1,1,8,8,8,7,7,7,7,7,6,5,5,5,5,5,Dada,Dada
7,7,6,5,5,5,6,6,6,6,6,6,7,7,8,8,1,8,3,2,1,1,8,8,8,8,7,7,7,7,6,6,5,5,4,4,Dada,Dada
7,7,6,6,5,5,5,5,6,6,6,6,6,6,7,7,8,8,5,1,1,8,8,8,8,8,7,7,7,7,7,6,6,5,5,5,Dada,Dada
6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,5,5,Dada,Dada
7,7,6,6,6,5,5,5,6,6,6,6,6,7,7,8,8,8,8,1,8,1,8,8,8,8,7,7,7,7,7,6,5,5,5,4,Dada,Dada
6,6,6,6,5,5,5,6,6,6,6,6,6,7,8,8,1,1,1,8,1,8,8,8,8,7,7,7,7,7,7,6,5,5,4,5,Dada,Dada
