7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,2,2,8,7,7,8,1,2,2,1,8,7,7,7,8,1,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,1,8,1,7,7,7,8,1,2,2,2,1,7,7,7,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,7,7,7,8,1,2,2,8,7,7,8,1,2,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,2,1,1,1,7,7,6,8,2,2,2,2,8,7,7,7,8,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,8,8,2,7,6,7,2,2,2,2,2,8,7,7,7,8,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,2,2,8,7,8,2,2,2,3,8,7,7,7,8,1,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,1,1,8,2,1,1,7,6,6,8,2,2,3,8,7,7,8,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,4,2,1,3,3,8,5,8,3,1,1,2,2,8,8,7,7,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,8,8,2,1,2,7,7,1,2,1,2,1,8,7,7,8,1,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,1,8,4,4,6,1,2,3,2,1,8,7,7,7,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,3,8,7,7,8,1,2,2,2,1,8,7,7,8,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,1,2,1,8,7,7,7,8,1,2,2,2,2,1,8,7,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,1,8,7,7,7,1,1,1,2,2,1,8,7,7,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,2,2,1,1,4,7,7,8,8,1,2,2,1,8,8,7,Perut,Kepala
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,2,1,4,8,7,8,1,2,2,2,2,8,7,7,7,Perut,Kepala
