Name,X,Y,Z,DeltaX,DeltaY,DeltaZ,Alpha,Kuant
R5,0.475369,0.264407,1.439807,0.03168127,0.006472081,-0.005613923,11.54593271,1
R5,0.4793139,0.2647018,1.439345,0.003944844,0.000294834,-0.000461936,4.27429266,1
R5,0.4879727,0.2672271,1.436781,0.008658826,0.0025253,-0.002564549,16.25904044,1
R5,0.4924418,0.2680283,1.435382,0.004469097,0.000801235,-0.001398444,10.16420529,1
R5,0.498596,0.2682396,1.435133,0.00615418,0.000211269,-0.000249624,1.966151955,1
R5,0.5015591,0.2692601,1.433861,0.002963156,0.001020491,-0.001271605,19.00336332,1
R5,0.5021939,0.2691491,1.432472,0.00063479,-0.000111014,-0.001389146,350.0802759,8
R5,0.4555645,0.2578692,1.412875,-0.0466294,-0.01127988,-0.01959693,193.5988867,5
R5,0.4492057,0.2595887,1.411749,-0.006358832,0.001719445,-0.001125455,164.8689247,4
R5,0.4399803,0.2601229,1.412985,-0.009225398,0.000534236,0.001236081,176.6857426,4
R5,0.4279768,0.2584496,1.414343,-0.01200351,-0.001673281,0.001358032,187.9358522,5
R5,0.4169577,0.2582085,1.414832,-0.01101905,-0.000241071,0.00048852,181.2532975,5
R5,0.4066211,0.2600201,1.415975,-0.01033664,0.001811534,0.001143336,170.0596533,4
R5,0.3948247,0.2603896,1.41789,-0.01179636,0.000369549,0.001914501,178.2056614,4
R5,0.3847828,0.2617195,1.417958,-0.01004192,0.001329839,6.85E-05,172.4562857,4
R5,0.3221886,0.2703748,1.421134,-0.06259421,0.00865531,0.003175497,172.1272619,4
R5,0.3166116,0.2707668,1.420825,-0.005577058,0.00039202,-0.000309229,175.9792079,4
R5,0.2577833,0.2793813,1.422786,-0.05882823,0.00861451,0.001961589,171.6691046,4
R5,0.2503068,0.2794649,1.422925,-0.007476568,8.36E-05,0.00013864,179.3591741,5
R5,0.2091403,0.3490342,1.398191,-0.04116642,0.06956932,-0.02473366,120.6141776,3
R5,0.05109409,0.2625213,1.430648,-0.1580462,-0.08651298,0.0324564,208.6958754,5
R5,0.04007638,0.2571334,1.432966,-0.01101771,-0.005387843,0.002318025,206.0594004,5
R5,0.03077806,0.2575482,1.433502,-0.009298319,0.000414819,0.000536203,177.4456028,4
R5,0.02222144,0.2617098,1.434021,-0.008556627,0.004161596,0.000519514,154.0635927,4
R5,0.01326894,0.262487,1.435847,-0.008952499,0.000777185,0.001825571,175.0384735,4
R5,-0.004829346,0.2684579,1.437827,-0.01809828,0.005970836,0.001980305,161.7416678,4
R5,-0.01084248,0.2720591,1.439395,-0.006013132,0.003601223,0.001568198,149.082901,4
R6,0.1773881,0.3151318,1.480829,0.01038674,-0.000199586,0.00041461,358.8991695,8
R6,0.1863045,0.312903,1.482431,0.008916423,-0.002228826,0.001601815,345.9654484,8
R6,0.230883,0.3101157,1.485773,0.04457851,-0.002787292,0.003342509,356.4222124,8
R6,0.3354362,0.2971968,1.479933,0.1045532,-0.01291889,-0.005839944,352.9560745,8
R6,0.3360487,0.2956949,1.481862,0.000612527,-0.001501918,0.001928687,292.1871049,7
R6,0.3436282,0.2952223,1.482711,0.007579476,-0.000472575,0.000848889,356.4322637,8
R6,0.4015151,0.293447,1.485045,0.0578869,-0.001775324,0.002334237,358.2433556,8
R6,0.4017611,0.2930855,1.485826,0.000246018,-0.000361472,0.000781059,304.2392123,7
R6,0.4051519,0.2917781,1.487758,0.003390759,-0.001307428,0.001932144,338.9140767,8
R6,0.4069423,0.29015,1.48846,0.001790434,-0.001628041,0.000701189,317.7197636,8
R6,0.4139085,0.2882889,1.489018,0.006966203,-0.001861185,0.000558138,345.0414735,8
R6,0.422057,0.2870754,1.48854,0.008148521,-0.001213461,-0.000477433,351.529877,8
R6,0.427913,0.285313,1.489312,0.005855978,-0.00176236,0.00077188,343.2508015,8
R6,0.4642356,0.2583976,1.49003,0.03632259,-0.0269154,0.000718117,323.4611868,8
R6,0.4576354,0.2549996,1.489496,-0.006600171,-0.003398061,-0.000534296,207.2414201,5
R6,0.4559563,0.2555451,1.490112,-0.001679182,0.000545561,0.000616074,162.001173,4
R6,0.4510107,0.257387,1.483227,-0.004945517,0.001841903,-0.00688529,159.572711,4
R6,0.4493203,0.2583305,1.482201,-0.001690418,0.000943482,-0.001025915,150.8325731,4
R6,0.4470901,0.2582551,1.481172,-0.002230197,-7.55E-05,-0.001028419,181.9378831,5
R6,0.4451774,0.2587643,1.480005,-0.001912713,0.000509232,-0.001167297,165.0916437,4
R6,0.4380695,0.260441,1.479604,-0.007107884,0.001676679,-0.000401378,166.727132,4
R6,0.4347166,0.2605225,1.480993,-0.00335291,8.15E-05,0.001389503,178.6069031,4
R6,0.3866162,0.2658507,1.487134,-0.04810041,0.005328208,0.006141067,173.6789671,4
R6,0.3819869,0.2685097,1.489205,-0.004629314,0.002658933,0.002070665,150.1282895,4
R6,0.3737612,0.2715522,1.490309,-0.008225709,0.003042579,0.001104236,159.7012447,4
R6,0.3655204,0.2747649,1.492154,-0.008240819,0.003212661,0.001844287,158.701811,4
