0.006272594,0.3292977,1.323751
0.04480565,0.3279487,1.322588
0.0548892,0.325341,1.322459
0.06450876,0.324117,1.321326
0.07458633,0.3217943,1.322594
0.08611723,0.3229656,1.322919
0.1968453,0.3182231,1.321248
0.2107608,0.3198844,1.322857
0.2173747,0.318921,1.324996
0.2224386,0.3189377,1.327169
0.2295328,0.3202571,1.328358
0.2334893,0.3192196,1.329439
0.240552,0.3183568,1.329946
0.247825,0.3190821,1.332096
0.255219,0.3183575,1.331703
0.296741,0.3164424,1.344846
0.3024976,0.3178338,1.348916
0.3077992,0.3184838,1.354025
0.314656,0.3202854,1.358071
0.3224533,0.3207872,1.363088
0.3289069,0.3221835,1.367833
0.3365811,0.3200395,1.371723
0.3431266,0.3175822,1.374732
0.3823823,0.2835703,1.398206
0.379768,0.2822403,1.405002
0.377978,0.2872079,1.402277
0.3755376,0.2915258,1.399081
0.3660883,0.292917,1.39719
0.3606667,0.2952414,1.395018
0.3707856,0.3097209,1.393255
0.3605038,0.3109247,1.390591
0.2220437,0.3529298,1.375198
0.2150247,0.3486969,1.374873
0.2062591,0.349637,1.37426
0.1967989,0.3536851,1.372923
0.1871186,0.3526169,1.370685
0.1766769,0.354104,1.368845
0.1576574,0.3530331,1.36588
0.1471408,0.3529112,1.364543
0.08253239,0.3563993,1.354901
