7,7,7,7,7,7,6,7,7,7,6,7,7,7,3,2,2,1,3,5,5,5,4,5,5,4,5,4,5,5,5,5,4,1,4,1,Perut,Perut
7,7,7,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,4,5,5,5,4,4,5,1,3,4,3,5,5,6,5,6,5,5,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,7,7,1,8,8,1,6,1,8,4,4,4,4,4,8,4,5,4,6,6,6,3,8,5,8,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,1,4,4,5,5,5,5,5,5,5,5,5,3,4,5,2,7,5,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,7,2,3,4,4,5,4,5,5,5,5,5,4,4,5,5,6,6,6,5,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,1,7,2,1,2,2,2,2,6,5,5,5,5,5,5,5,5,4,5,6,5,7,5,3,2,Perut,Perut
7,7,7,7,7,7,7,7,7,7,6,7,1,1,2,2,8,7,6,5,5,5,5,5,5,4,4,4,5,5,6,5,7,4,5,5,Perut,Perut
7,7,7,7,7,7,7,7,4,6,2,2,3,2,2,2,3,6,8,4,5,5,5,5,4,5,5,6,6,2,2,3,6,7,3,7,Perut,Perut
7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,6,7,7,3,4,5,5,4,4,4,5,4,4,5,1,3,4,4,7,6,6,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,8,8,3,3,5,5,4,5,4,5,5,5,5,4,4,5,5,5,3,5,5,Perut,Perut
7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,1,7,7,3,4,4,4,5,4,5,5,5,4,5,2,4,5,4,5,5,5,Perut,Perut
7,7,7,7,7,7,7,7,7,1,8,8,1,2,8,4,2,1,2,4,5,5,4,4,5,5,5,4,5,8,8,2,5,4,5,4,Perut,Perut
7,7,8,7,7,7,7,7,1,8,7,1,5,6,2,7,2,2,5,4,5,5,5,4,7,2,5,5,4,5,5,4,5,5,6,7,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,6,8,3,7,7,7,6,5,4,4,5,4,5,5,5,5,5,5,4,5,3,4,6,3,4,Perut,Perut
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,2,8,4,3,5,4,5,5,4,5,5,5,4,5,5,5,1,6,4,4,Perut,Perut
