-0.03743001,0.3054548,1.501843,0.001072682,0.003577054,-0.001831055
-0.03811305,0.3113621,1.501245,-0.000683043,0.005907327,-0.000598311
-0.03946357,0.3144766,1.502838,-0.001350515,0.003114432,0.001593351
-0.03983859,0.3205567,1.502824,-0.000375021,0.006080091,-1.44E-05
-0.04097642,0.3283912,1.505087,-0.001137827,0.007834524,0.002263665
-0.04147938,0.3356186,1.506644,-0.000502966,0.007227421,0.001556754
-0.03215417,0.4042976,1.5109,0.009325214,0.06867903,0.004256129
-0.0167904,0.439605,1.515062,0.01536376,0.03530732,0.004162192
0.02993578,0.5051082,1.531472,0.04672618,0.06550327,0.01640999
0.03823768,0.5063561,1.535925,0.008301897,0.001247823,0.004453063
0.04783496,0.5086873,1.53933,0.009597279,0.002331257,0.003404975
0.05688933,0.5078428,1.539325,0.009054378,-0.000844479,-5.84E-06
0.08890364,0.4857912,1.539878,0.0320143,-0.02205166,0.000553489
0.09373044,0.4797684,1.536833,0.004826806,-0.006022811,-0.003044963
0.1054465,0.3958429,1.521265,0.01171606,-0.08392543,-0.01556778
0.108135,0.3813094,1.516096,0.002688453,-0.01453352,-0.005169272
0.1088085,0.3615053,1.511437,0.000673495,-0.01980415,-0.004659414
0.1123027,0.3491684,1.505509,0.003494278,-0.01233685,-0.00592804
0.1136703,0.3349231,1.502016,0.001367614,-0.01424527,-0.003492832
0.1160699,0.3218498,1.498168,0.002399549,-0.01307338,-0.003847718
0.1195179,0.3092835,1.494036,0.00344798,-0.0125663,-0.004132271
0.1228094,0.2963292,1.49091,0.003291503,-0.01295426,-0.003126025
0.1274112,0.2842208,1.488232,0.004601873,-0.01210836,-0.002677321
0.1323212,0.272332,1.484922,0.004909948,-0.0118888,-0.00331068
0.2272609,0.1788947,1.480528,0.09493971,-0.09343734,-0.004393458
0.2380927,0.1791346,1.481382,0.0108318,0.000239864,0.0008533
0.2496584,0.1779311,1.483537,0.01156567,-0.001203433,0.002155066
0.2630692,0.1768313,1.484749,0.01341078,-0.00109981,0.001212716
0.2764907,0.1769028,1.486146,0.01342154,7.14E-05,0.001396537
0.2889113,0.180234,1.488449,0.01242065,0.003331289,0.002303123
0.2981617,0.1812042,1.491376,0.009250313,0.00097014,0.002926946
0.397381,0.3097457,1.536896,0.09921935,0.1285415,0.04551959
0.399953,0.3199903,1.541775,0.002572,0.01024458,0.004879236
0.4019563,0.3352109,1.548307,0.002003342,0.01522061,0.00653255
0.3994916,0.3508834,1.554179,-0.002464712,0.01567245,0.005871773
0.3997475,0.3653691,1.56076,0.000255853,0.01448578,0.006581426
0.3986485,0.3827913,1.566162,-0.001098961,0.01742211,0.005401611
0.3967223,0.3955923,1.572202,-0.001926273,0.01280102,0.006040335
0.3783536,0.471558,1.603362,-0.01836863,0.07596576,0.03115952
0.3768936,0.4772048,1.606326,-0.001460016,0.005646765,0.00296402
,,,,,
,,,,,
,,,,,
,,,,,
