Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R0,-0.04230021,0.3051055,1.422146,,,,
R0,-0.04122756,0.3304387,1.423486,0.00107265,0.0253332,87.57544923,2
R0,-0.0390173,0.3371478,1.42375,0.00221026,0.0067091,71.76594094,2
R0,-0.03547421,0.3453192,1.422343,0.00354309,0.0081714,66.55861643,2
R0,-0.03157114,0.3551658,1.42184,0.00390307,0.0098466,68.37724015,2
R0,-0.0279956,0.3596898,1.42289,0.00357554,0.004524,51.67894557,2
R0,-0.0234247,0.3666975,1.424826,0.0045709,0.0070077,56.88486726,2
R0,-0.01891594,0.3710246,1.42531,0.00450876,0.0043271,43.82219895,1
R0,-0.01315174,0.377178,1.426325,0.0057642,0.0061534,46.87047684,2
R0,-0.006591264,0.3823405,1.427467,0.006560476,0.0051625,38.19953861,1
R0,0.000724089,0.3870789,1.426435,0.007315353,0.0047384,32.93248679,1
R0,0.007199999,0.3940912,1.427394,0.00647591,0.0070123,47.27729979,2
R0,0.08221009,0.4417514,1.43781,0.075010091,0.0476602,32.43121756,1
R0,0.09900056,0.4432025,1.43738,0.01679047,0.0014511,4.939458493,1
R0,0.1399309,0.4444162,1.429928,0.04093034,0.0012137,1.698483727,1
R0,0.146946,0.4415823,1.425412,0.0070151,-0.0028339,338.0026989,8
R0,0.1550744,0.4380469,1.420497,0.0081284,-0.0035354,336.4936508,8
R0,0.1622373,0.433222,1.417903,0.0071629,-0.0048249,326.0359541,8
R0,0.1689969,0.4290658,1.414729,0.0067596,-0.0041562,328.4143519,8
R0,0.1736338,0.4208086,1.411365,0.0046369,-0.0082572,299.3167544,7
R0,0.1786876,0.4093544,1.407235,0.0050538,-0.0114542,293.8079386,7
R0,0.2514706,0.2100159,1.364257,0.072783,-0.1993385,290.0582827,7
R0,0.2529389,0.2082034,1.363708,0.0014683,-0.0018125,309.0108128,7
R0,0.2563141,0.2066056,1.362555,0.0033752,-0.0015978,334.6673983,8
R0,0.2600389,0.2038894,1.360631,0.0037248,-0.0027162,323.8997075,8
R0,0.2651353,0.2031878,1.360004,0.0050964,-0.0007016,352.1616001,8
R0,0.274354,0.1990757,1.356691,0.0092187,-0.0041121,335.9602266,8
R0,0.3061936,0.1949582,1.348962,0.0318396,-0.0041175,352.6313996,8
R0,0.3107677,0.1955082,1.348578,0.0045741,0.00055,6.856454955,1
R0,0.3884177,0.201028,1.351777,0.07765,0.0055198,4.066067559,1
R0,0.4156732,0.2169476,1.350669,0.0272555,0.0159196,30.28867152,1
R0,0.4468713,0.2579572,1.358596,0.0311981,0.0410096,52.7378957,2
R0,0.4488651,0.2629378,1.360518,0.0019938,0.0049806,68.18312157,2
R0,0.4467966,0.2671513,1.36224,-0.0020685,0.0042135,116.1474389,3
R0,0.4453678,0.2739275,1.364689,-0.0014288,0.0067762,101.906725,3
R0,0.4450035,0.2815859,1.366702,-0.0003643,0.0076584,92.72343182,3
R0,0.4419517,0.2885359,1.369689,-0.0030518,0.00695,113.706658,3
R0,0.4414033,0.2964156,1.371892,-0.0005484,0.0078797,93.9811695,3
R0,0.4329066,0.3042628,1.374304,-0.0084967,0.0078472,137.2757137,4
R0,0.4559818,0.4211814,1.395375,0.0230752,0.1169186,78.83551578,2
R1,-0.0054081,0.3713228,1.395352,-0.4613899,-0.0498586,186.1675496,5
R1,-0.002540768,0.3746095,1.395613,0.002867332,0.0032867,48.89840777,2
R1,0.001029945,0.3794699,1.396617,0.003570713,0.0048604,53.69698142,2
R1,0.005453959,0.3863323,1.39721,0.004424014,0.0068624,57.19115809,2
R1,0.1434956,0.3818563,1.392961,0.138041641,-0.004476,358.1428351,8
R1,0.1602284,0.3625582,1.387832,0.0167328,-0.0192981,310.9275715,7
R1,0.1647259,0.3544472,1.384652,0.0044975,-0.008111,299.008101,7
R1,0.1674122,0.344234,1.382779,0.0026863,-0.0102132,284.7363001,7
R1,0.1702202,0.3354131,1.380864,0.002808,-0.0088209,287.6580866,7
R1,0.1729697,0.327723,1.377368,0.0027495,-0.0076901,289.6738808,7
R1,0.1734612,0.3049165,1.374361,0.0004915,-0.0228065,271.234583,7
R1,0.1810964,0.2381247,1.367751,0.0076352,-0.0667918,276.5213695,7
R1,0.1930915,0.2044571,1.360404,0.0119951,-0.0336676,289.6099778,7
R1,0.1924896,0.2002797,1.36157,-0.0006019,-0.0041774,261.8009746,6
R1,0.1969994,0.1941279,1.361766,0.0045098,-0.0061518,306.2446307,7
R1,0.2003215,0.1899203,1.361072,0.0033221,-0.0042076,308.292768,7
R1,0.2061528,0.183044,1.360954,0.0058313,-0.0068763,310.2989023,7
R1,0.2098171,0.1794078,1.359735,0.0036643,-0.0036362,315.2205333,8
R1,0.2162121,0.1726429,1.359553,0.006395,-0.0067649,313.3899475,7
R1,0.2203963,0.1688543,1.359391,0.0041842,-0.0037886,317.8406126,8
R1,0.2270936,0.1620474,1.359156,0.0066973,-0.0068069,314.534998,8
R1,0.234011,0.1585107,1.358618,0.0069174,-0.0035367,332.9204336,8
R1,0.2372621,0.1550523,1.35891,0.0032511,-0.0034584,313.2303245,7
R1,0.2432322,0.1512421,1.357986,0.0059701,-0.0038102,327.4534206,8
R1,0.247141,0.1487127,1.358592,0.0039088,-0.0025294,327.0929338,8
R1,0.3092203,0.1380353,1.3628,0.0620793,-0.0106774,350.2408335,8
R1,0.3121453,0.1388738,1.363813,0.002925,0.0008385,15.99583231,1
R1,0.3170793,0.1400826,1.365802,0.004934,0.0012088,13.76597204,1
R1,0.32474,0.1410389,1.365682,0.0076607,0.0009563,7.11553485,1
R1,0.3360737,0.1422468,1.36626,0.0113337,0.0012079,6.083389673,1
R1,0.3464587,0.1441953,1.36656,0.010385,0.0019485,10.62665047,1
R1,0.3517386,0.1452326,1.3676,0.0052799,0.0010373,11.11488768,1
R1,0.3491398,0.1334417,1.37924,-0.0025988,-0.0117909,257.5703262,6
R1,0.4143598,0.2389149,1.406574,0.06522,0.1054732,58.26917157,2
R1,0.413792,0.2442941,1.408879,-0.0005678,0.0053792,96.02552819,3
R1,0.4131773,0.2506348,1.410517,-0.0006147,0.0063407,95.53724319,3
R1,0.4130153,0.258671,1.41106,-0.000162,0.0080362,91.15485668,3
R1,0.4136196,0.2676926,1.413856,0.0006043,0.0090216,86.16784218,2
R1,0.413724,0.2763885,1.414959,0.0001044,0.0086959,89.31215952,3
R1,0.4447557,0.3138507,1.414755,0.0310317,0.0374622,50.36345119,2
R2,-0.03352712,0.3663566,1.467881,-0.47828282,0.0525059,173.7351548,4
R2,-0.0252751,0.3735235,1.466929,0.00825202,0.0071669,40.97439653,1
R2,-0.01778456,0.3779408,1.466276,0.00749054,0.0044173,30.52858248,1
R2,-0.009470781,0.3782648,1.465971,0.008313779,0.000324,2.231770057,1
R2,-0.004495663,0.3795157,1.465575,0.004975118,0.0012509,14.11339673,1
R2,0.004467095,0.3813371,1.463,0.008962758,0.0018214,11.48714697,1
R2,0.01213594,0.3833434,1.463249,0.007668845,0.0020063,14.6609613,1
R2,0.09654579,0.3578069,1.455199,0.08440985,-0.0255365,343.1678667,8
R2,0.09980942,0.3565353,1.45645,0.00326363,-0.0012716,338.7127437,8
R2,0.1040424,0.3523867,1.455937,0.00423298,-0.0041486,315.5767951,8
R2,0.1081235,0.3479657,1.454983,0.0040811,-0.004421,312.710628,7
R2,0.1094823,0.3404436,1.453542,0.0013588,-0.0075221,280.2395462,7
R2,0.1129077,0.3325785,1.451136,0.0034254,-0.0078651,293.5340374,7
R2,0.1159785,0.3271466,1.448969,0.0030708,-0.0054319,299.4806505,7
R2,0.1166068,0.3186405,1.446155,0.0006283,-0.0085061,274.2244603,7
R2,0.1306174,0.2604256,1.426102,0.0140106,-0.0582149,283.5320438,7
R2,0.1559597,0.2036803,1.413498,0.0253423,-0.0567453,294.0654117,7
R2,0.1613912,0.2020314,1.411079,0.0054315,-0.0016489,343.1127087,8
R2,0.1650535,0.1973851,1.407686,0.0036623,-0.0046463,308.2458354,7
R2,0.1732313,0.1899052,1.404951,0.0081778,-0.0074799,317.5521166,8
R2,0.1778288,0.184924,1.403823,0.0045975,-0.0049812,312.7060934,7
R2,0.1844086,0.178417,1.402445,0.0065798,-0.006507,315.318725,8
R2,0.1942789,0.1736547,1.40038,0.0098703,-0.0047623,334.2432547,8
R2,0.1981912,0.1675766,1.400001,0.0039123,-0.0060781,302.7682309,7
R2,0.2046428,0.163225,1.397129,0.0064516,-0.0043516,326.000361,8
R2,0.2119343,0.1595719,1.397476,0.0072915,-0.0036531,333.3887631,8
