-0.2077748,0.3852144,1.473886
-0.1055815,0.4277988,1.470422
-0.08836933,0.4276247,1.47289
-0.04722518,0.4295634,1.478964
-0.02899187,0.4251842,1.482001
-0.009593807,0.4186049,1.484706
0.007995449,0.408601,1.489304
0.02621266,0.3990878,1.493841
0.04369172,0.3866469,1.498007
0.1710368,0.1246029,1.516315
0.1697589,0.1013282,1.515887
0.1691507,0.07912073,1.515433
0.1629667,0.05850778,1.513116
0.1298325,0.03701821,1.507912
0.1286936,0.02245953,1.506117
0.1293249,0.008565812,1.506912
0.1260376,-0.003137683,1.504274
0.1095702,-0.01585082,1.501928
0.0851506,-0.04297686,1.497424
-0.03278797,-0.07699131,1.48069
-0.04441991,-0.07542092,1.479414
-0.06280356,-0.07202721,1.47797
-0.08183267,-0.06549919,1.474963
-0.1045627,-0.05774621,1.472037
-0.123687,-0.04727114,1.470031
-0.1450738,-0.03695967,1.467604
-0.1638491,-0.02501837,1.464259
-0.3085383,0.1401946,1.423179
-0.3310735,0.1493173,1.417948
-0.3355073,0.1664259,1.415018
-0.3381362,0.1866542,1.413373
-0.3395339,0.1997763,1.410073
-0.3432747,0.2176303,1.411788
-0.3419887,0.2275153,1.411536
-0.3407687,0.250201,1.41336
-0.2880092,0.3344016,1.421425
-0.2802508,0.3338013,1.420445
-0.2697451,0.3397332,1.421097
-0.2572057,0.3454803,1.423911
-0.2140481,0.3630244,1.433348
