Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R0,0.3045373,0.4625897,1.352305,,,,
R0,0.3046311,0.4709274,1.351694,9.38E-05,0.0083377,89.35544366,3
R0,0.307533,0.4777628,1.351433,0.0029019,0.0068354,66.99684059,2
R0,0.3166828,0.4813644,1.34971,0.0091498,0.0036016,21.48589322,1
R0,0.3290471,0.4759115,1.346194,0.0123643,-0.0054529,336.2015753,8
R0,0.3367455,0.4710304,1.343598,0.0076984,-0.0048811,327.6236336,8
R0,0.3869239,0.4296477,1.328596,0.0501784,-0.0413827,320.487208,8
R0,0.4334788,0.3613059,1.3138,0.0465549,-0.0683418,304.2629578,7
R0,0.4449586,0.3442429,1.309399,0.0114798,-0.017063,303.9322352,7
R0,0.4486233,0.3330303,1.307887,0.0036647,-0.0112126,288.0993417,7
R0,0.4561014,0.3210099,1.307593,0.0074781,-0.0120204,301.886462,7
R0,0.4633932,0.3090716,1.306958,0.0072918,-0.0119383,301.4161882,7
R0,0.4371068,0.2776653,1.30932,-0.0262864,-0.0314063,230.0713901,6
R0,0.4407829,0.2644508,1.309708,0.0036761,-0.0132145,285.5458673,7
R0,0.4436758,0.2531351,1.308662,0.0028929,-0.0113157,284.3407111,7
R0,0.4536799,0.1983988,1.305874,0.0100041,-0.0547363,280.3575734,7
R0,0.4374979,0.1840129,1.303976,-0.016182,-0.0143859,221.6372972,5
R0,0.4367592,0.1754236,1.302807,-0.0007387,-0.0085893,265.0845234,6
R0,0.4372511,0.1333565,1.295744,0.0004919,-0.0420671,270.6699418,7
R0,0.4476787,0.1300589,1.292095,0.0104276,-0.0032976,342.4510832,8
R0,0.4505566,0.1274421,1.287425,0.0028779,-0.0026168,317.7205641,8
R0,0.4449049,0.1114607,1.282572,-0.0056517,-0.0159814,250.5242484,6
R0,0.4393353,0.103348,1.279596,-0.0055696,-0.0081127,235.5292906,6
R0,0.4390791,0.08628005,1.273745,-0.0002562,-0.01706795,269.1400211,7
R0,0.3298283,0.02768297,1.268709,-0.1092508,-0.05859708,208.2070525,5
R0,0.3228229,0.01480023,1.271892,-0.0070054,-0.01288274,241.4634556,6
R0,0.3151863,0.01350241,1.27221,-0.0076366,-0.00129782,189.6451139,5
R0,0.3033423,0.01204775,1.272468,-0.011844,-0.00145466,187.0019047,5
R0,0.2931265,0.01155981,1.273333,-0.0102158,-0.00048794,182.7345555,5
R0,0.1917926,0.03418557,1.288855,-0.1013339,0.02262576,167.4134905,4
R0,0.1876418,0.03828186,1.29004,-0.0041508,0.00409629,135.3786969,4
R0,0.1795778,0.04094335,1.291268,-0.008064,0.00266149,161.7347394,4
R0,0.162792,0.04527336,1.291666,-0.0167858,0.00433001,165.5354964,4
R0,0.1502214,0.04936659,1.292203,-0.0125706,0.00409323,161.9637507,4
R0,0.1386751,0.05522926,1.291544,-0.0115463,0.00586267,153.0806746,4
R0,0.1251441,0.06219658,1.29011,-0.013531,0.00696732,152.7553647,4
R0,0.1142353,0.06744367,1.288934,-0.0109088,0.00524709,154.3126281,4
R0,0.1038636,0.07500335,1.286979,-0.0103717,0.00755968,143.9126021,4
R0,0.09205033,0.07472079,1.286973,-0.01181327,-0.00028256,181.3701887,5
R0,0.08194461,0.08204921,1.284892,-0.01010572,0.00732842,144.0512997,4
R1,0.2333358,0.491046,1.383772,0.15139119,0.40899679,69.6878405,2
R1,0.2374351,0.4970352,1.382145,0.0040993,0.0059892,55.61036235,2
R1,0.245253,0.5037512,1.380373,0.0078179,0.006716,40.66436615,1
R1,0.251916,0.5071992,1.3781,0.006663,0.003448,27.36086959,1
R1,0.2589617,0.5062561,1.376442,0.0070457,-0.0009431,352.3760088,8
R1,0.2651084,0.5044466,1.374254,0.0061467,-0.0018095,343.5963302,8
R1,0.2735873,0.5007659,1.373404,0.0084789,-0.0036807,336.5342812,8
R1,0.2807467,0.4974795,1.372325,0.0071594,-0.0032864,335.343321,8
R1,0.3632485,0.4355114,1.349481,0.0825018,-0.0619681,323.0893443,8
R1,0.3735886,0.4256893,1.348057,0.0103401,-0.0098221,316.4716988,8
R1,0.378918,0.4136279,1.344278,0.0053294,-0.0120614,293.8385184,7
R1,0.3857967,0.4032125,1.341675,0.0068787,-0.0104154,303.4421892,7
R1,0.3920419,0.3892004,1.339407,0.0062452,-0.0140121,294.0225569,7
R1,0.3973192,0.3776023,1.335966,0.0052773,-0.0115981,294.4662084,7
R1,0.4009252,0.3643712,1.333604,0.003606,-0.0132311,285.245115,7
R1,0.4053332,0.3520522,1.330989,0.004408,-0.012319,289.6882888,7
R1,0.4100329,0.3387389,1.328748,0.0046997,-0.0133133,289.443434,7
R1,0.4130116,0.3239974,1.326486,0.0029787,-0.0147415,281.4234985,7
R1,0.3833128,0.2869856,1.333589,-0.0296988,-0.0370118,231.2559417,6
R1,0.4373406,0.2393709,1.311163,0.0540278,-0.0476147,318.6102726,8
R1,0.4386797,0.2295508,1.30729,0.0013391,-0.0098201,277.76514,7
R1,0.2406312,-0.07008965,1.264878,-0.1980485,-0.29964045,236.5371379,6
R1,0.2375825,-0.07551105,1.258819,-0.0030487,-0.0054214,240.6489706,6
R1,0.2152573,-0.08301135,1.25391,-0.0223252,-0.0075003,198.570118,5
R1,0.2011962,-0.08419662,1.251374,-0.0140611,-0.00118527,184.8183146,5
R1,-0.002993318,0.02774187,1.269227,-0.204189518,0.11193849,151.2680592,4
R1,-0.01719494,0.03679492,1.275785,-0.014201622,0.00905305,147.4838779,4
R1,-0.0302632,0.07035667,1.281691,-0.01306826,0.03356175,111.2749225,3
R1,-0.04936601,0.1451396,1.290295,-0.01910281,0.07478293,104.3294061,3
R1,-0.04894757,0.1548427,1.292875,0.00041844,0.0097031,87.53068602,2
R1,-0.05304157,0.1686618,1.295325,-0.004094,0.0138191,106.5022721,3
R1,-0.06009454,0.1822448,1.297751,-0.00705297,0.013583,117.4405867,3
R1,-0.08921751,0.2782309,1.319101,-0.02912297,0.0959861,106.8782277,3
R1,-0.08498374,0.2895293,1.32075,0.00423377,0.0112984,69.45787181,2
R1,-0.0877559,0.3060121,1.326327,-0.00277216,0.0164828,99.54694516,3
R1,-0.08816607,0.3176513,1.328375,-0.00041017,0.0116392,92.01829066,3
R1,-0.0881089,0.3298628,1.329931,5.72E-05,0.0122115,89.73176303,3
R1,-0.08780482,0.3395856,1.333594,0.00030408,0.0097228,88.20866175,2
R1,-0.08568209,0.3463766,1.335764,0.00212273,0.006791,72.64180559,2
R1,-0.08370382,0.3523252,1.33681,0.00197827,0.0059486,71.6049072,2
R2,0.3009113,0.4975492,1.36115,0.38461512,0.145224,20.68566689,1
R2,0.3532824,0.4816405,1.350421,0.0523711,-0.0159087,343.1028613,8
R2,0.3595658,0.4775481,1.348055,0.0062834,-0.0040924,326.9236637,8
R2,0.3674929,0.4702919,1.345744,0.0079271,-0.0072562,317.5300659,8
R2,0.374808,0.4628248,1.34508,0.0073151,-0.0074671,314.410869,8
R2,0.3827916,0.4528615,1.342495,0.0079836,-0.0099633,308.7052238,7
R2,0.3910933,0.4431776,1.339593,0.0083017,-0.0096839,310.605436,7
R2,0.4301666,0.3852477,1.325146,0.0390733,-0.0579299,303.9993808,7
R2,0.4361541,0.3739598,1.322382,0.0059875,-0.0112879,297.9430551,7
R2,0.4393566,0.2582666,1.310001,0.0032025,-0.1156932,271.5855979,7
R2,0.4391056,0.2322329,1.305752,-0.000251,-0.0260337,269.4476085,7
R2,0.4411425,0.2228915,1.302712,0.0020369,-0.0093414,282.3008514,7
R2,0.4439882,0.2145586,1.299878,0.0028457,-0.0083329,288.8551263,7
R2,0.44306,0.2063202,1.297264,-0.0009282,-0.0082384,263.5717359,6
R2,0.4452264,0.20054,1.293956,0.0021664,-0.0057802,290.5458334,7
R2,0.4431983,0.1939773,1.291192,-0.0020281,-0.0065627,252.8270523,6
R2,0.4417477,0.1866871,1.288987,-0.0014506,-0.0072902,258.7463027,6
R2,0.4367252,0.1786113,1.284221,-0.0050225,-0.0080758,238.1217008,6
R2,0.4345102,0.1704835,1.279285,-0.002215,-0.0081278,254.7558572,6
R2,0.4540067,0.1739455,1.272647,0.0194965,0.003462,10.06907601,1
R2,0.3321107,0.04269345,1.249031,-0.121896,-0.13125205,227.1166203,6
R2,0.3199914,0.03846652,1.24891,-0.0121193,-0.00422693,199.2275838,5
R2,0.2923267,0.02373687,1.251868,-0.0276647,-0.01472965,208.0323923,5
R2,0.2782513,0.01877689,1.252189,-0.0140754,-0.00495998,199.4117662,5
R2,0.1140901,0.04216195,1.282282,-0.1641612,0.02338506,171.8926583,4
R2,0.1068916,0.04191324,1.28569,-0.0071985,-0.00024871,181.9787966,5
R2,0.09877906,0.04380844,1.290284,-0.00811254,0.0018952,166.8507475,4
R2,0.08868548,0.04952101,1.293364,-0.01009358,0.00571257,150.4918426,4
R2,0.07807973,0.05545211,1.296851,-0.01060575,0.0059311,150.784579,4
R2,0.07054276,0.06096232,1.301049,-0.00753697,0.00551021,143.829803,4
R2,0.06109877,0.06689541,1.30601,-0.00944399,0.00593309,147.8613283,4
R2,0.0538219,0.07492743,1.309794,-0.00727687,0.00803202,132.1760287,3
R2,0.0461043,0.08397499,1.312797,-0.0077176,0.00904756,130.4642932,3
R2,0.02581236,0.1408202,1.319968,-0.02029194,0.05684521,109.6449554,3
R2,0.02205655,0.146981,1.321382,-0.00375581,0.0061608,121.3677483,3
R2,-0.008768689,0.2284328,1.326564,-0.030825239,0.0814518,110.7290287,3
R2,-0.01137683,0.2365998,1.328495,-0.002608141,0.008167,107.7109432,3
R2,-0.01719492,0.2464377,1.329738,-0.00581809,0.0098379,120.5998799,3
R2,-0.02971515,0.2622842,1.333335,-0.01252023,0.0158465,128.3120637,3
R2,-0.03032759,0.2703155,1.333721,-0.00061244,0.0080313,94.36074435,3
R3,0.2534471,0.4582952,1.406508,0.28377469,0.1879797,33.52152194,1
R3,0.2550187,0.4622623,1.405627,0.0015716,0.0039671,68.38858918,2
R3,0.2587937,0.4656012,1.404076,0.003775,0.0033389,41.49201425,1
R3,0.2630737,0.46731,1.401495,0.00428,0.0017088,21.76447069,1
R3,0.2673277,0.4683447,1.401233,0.004254,0.0010347,13.67058539,1
R3,0.2720122,0.4668088,1.399204,0.0046845,-0.0015359,341.8473122,8
R3,0.3811201,0.3373201,1.361858,0.1091079,-0.1294887,310.1176753,7
R3,0.4058522,0.3509249,1.351404,0.0247321,0.0136048,28.81460875,1
R3,0.4128514,0.3407788,1.347808,0.0069992,-0.0101461,304.5995196,7
R3,0.4184195,0.3302567,1.343622,0.0055681,-0.0105221,297.8869623,7
R3,0.4250038,0.3162756,1.339682,0.0065843,-0.0139811,295.2177587,7
R3,0.4266977,0.3042987,1.33735,0.0016939,-0.0119769,278.0499855,7
R3,0.4251498,0.2703313,1.332337,-0.0015479,-0.0339674,267.390827,6
R3,0.4310268,0.2600087,1.330021,0.005877,-0.0103226,299.6543006,7
R3,0.4426942,0.2508335,1.324407,0.0116674,-0.0091752,321.8186211,8
R3,0.4448384,0.2389718,1.321125,0.0021442,-0.0118617,280.2465164,7
R3,0.4164408,0.1152928,1.303364,-0.0283976,-0.123679,257.0686075,6
R3,0.4160933,0.1070077,1.300336,-0.0003475,-0.0082851,267.5982643,6
R3,0.409519,0.09709681,1.29814,-0.0065743,-0.00991089,236.4420507,6
R3,0.4030094,0.08456044,1.296198,-0.0065096,-0.01253637,242.5590807,6
R3,0.3954722,0.07218827,1.295288,-0.0075372,-0.01237217,238.6499769,6
R3,0.3883866,0.06086937,1.295771,-0.0070856,-0.0113189,237.953548,6
R3,0.2293185,0.002984378,1.294862,-0.1590681,-0.057884992,199.9964816,5
R3,0.22375,0.003621707,1.294902,-0.0055685,0.000637329,173.4707629,4
R3,0.2141822,0.007970943,1.296572,-0.0095678,0.004349236,155.554874,4
R3,0.2010996,0.01160648,1.298105,-0.0130826,0.003635537,164.4698659,4
R3,0.1904649,0.01284388,1.299532,-0.0106347,0.0012374,173.3631957,4
R3,0.1628695,0.01781904,1.304842,-0.0275954,0.00497516,169.7799623,4
R3,0.1460377,0.02155118,1.308338,-0.0168318,0.00373214,167.4979891,4
R3,0.1319932,0.02492061,1.311067,-0.0140445,0.00336943,166.5090886,4
R3,0.1037731,0.03132103,1.314807,-0.0282201,0.00640042,167.2212959,4
R3,0.09734238,0.03938007,1.31455,-0.00643072,0.00805904,128.5881561,3
R3,0.06843885,0.04657993,1.320313,-0.02890353,0.00719986,166.0123171,4
R3,0.02026265,0.09604575,1.325863,-0.0481762,0.04946582,134.2433023,4
R3,0.01503066,0.1098125,1.32445,-0.00523199,0.01376675,110.8090639,3
R3,0.008907984,0.1216622,1.32329,-0.006122676,0.0118497,117.3251545,3
R3,0.00638011,0.130906,1.322287,-0.002527874,0.0092438,105.2945588,3
R3,0.002624231,0.1384795,1.321081,-0.003755879,0.0075735,116.3779081,3
R3,-0.02264361,0.1733651,1.321879,-0.025267841,0.0348856,125.9160306,3
R3,-0.03347697,0.1911204,1.323139,-0.01083336,0.0177553,121.3893689,3
R4,0.4009061,0.3734195,1.465425,0.43438307,0.1822991,22.76650602,1
R4,0.4114788,0.3581921,1.461896,0.0105727,-0.0152274,304.7730503,7
R4,0.4233231,0.3421997,1.457045,0.0118443,-0.0159924,306.5244083,7
R4,0.4304512,0.3248539,1.45489,0.0071281,-0.0173458,292.3397692,7
R4,0.4292095,0.3382089,1.457851,-0.0012417,0.013355,95.31188481,3
R4,0.4492652,0.2883792,1.451399,0.0200557,-0.0498297,291.9240389,7
R4,0.4603061,0.272236,1.448609,0.0110409,-0.0161432,304.3695919,7
R4,0.4651997,0.2519252,1.447207,0.0048936,-0.0203108,283.5464228,7
R4,0.4664226,0.2337787,1.446713,0.0012229,-0.0181465,273.8553566,7
R4,0.4831066,0.2177364,1.442852,0.016684,-0.0160423,316.1233164,8
R4,0.4797361,0.1997422,1.441329,-0.0033705,-0.0179942,259.3908419,6
R4,0.4782085,0.1048078,1.436195,-0.0015276,-0.0949344,269.0781268,7
R4,0.4759135,0.09076546,1.433378,-0.002295,-0.01404234,260.7179673,6
R4,0.4736055,0.07520503,1.430749,-0.002308,-0.01556043,261.5631188,6
R4,0.4686706,0.06211036,1.427548,-0.0049349,-0.01309467,249.3504171,6
R4,0.4600218,0.04643496,1.426251,-0.0086488,-0.0156754,241.1125679,6
R4,0.4565897,0.03417327,1.422558,-0.0034321,-0.01226169,254.3628372,6
R4,0.4075721,-0.02009239,1.416131,-0.0490176,-0.05426566,227.9088286,6
R4,0.3711977,-0.0325322,1.425001,-0.0363744,-0.01243981,198.8803568,5
R4,0.3256834,-0.06421764,1.419801,-0.0455143,-0.03168544,214.8442658,5
R4,0.3155372,-0.06712753,1.417774,-0.0101462,-0.00290989,196.0026818,5
R4,0.3047586,-0.06864139,1.416781,-0.0107786,-0.00151386,187.9949256,5
R4,0.2695199,-0.06822968,1.419899,-0.0352387,0.00041171,179.3306174,5
R4,0.2575868,-0.06794183,1.418696,-0.0119331,0.00028785,178.6181803,4
R4,0.2457395,-0.06567679,1.415902,-0.0118473,0.00226504,169.1764522,4
R4,0.2328133,-0.06282929,1.414283,-0.0129262,0.0028475,167.576787,4
R4,0.2138307,-0.05610394,1.414949,-0.0189826,0.00672535,160.4912604,4
R4,0.201754,-0.04974093,1.411448,-0.0120767,0.00636301,152.2160085,4
R4,0.1869313,-0.04114719,1.41001,-0.0148227,0.00859374,149.8961772,4
R4,0.1467852,-0.01827198,1.413429,-0.0401461,0.02287521,150.3255503,4
R4,0.04330946,0.1540187,1.42257,-0.10347574,0.17229068,120.9885282,3
R4,0.03518533,0.1683051,1.425455,-0.00812413,0.0142864,119.6252361,3
