0.3814729,0.4761072,1.448249,0.3814729,0.4761072,1.448249
0.3940592,0.4694996,1.444513,0.01258627,-0.006607622,-0.0037359
0.4063287,0.4596012,1.441244,0.01226956,-0.009898335,-0.003269315
0.4201653,0.4484534,1.438081,0.01383659,-0.01114783,-0.003163218
0.4358792,0.4385584,1.435463,0.0157139,-0.009894967,-0.002617836
0.5147195,0.2655512,1.422209,0.07884026,-0.1730072,-0.01325345
0.5383638,0.1316818,1.414057,0.02364433,-0.1338693,-0.008152127
0.5360001,0.1123265,1.41208,-0.002363682,-0.01935536,-0.001977205
0.536622,0.09006264,1.410315,0.000621855,-0.02226383,-0.001764894
0.5297961,0.06600401,1.410279,-0.006825864,-0.02405863,-3.65E-05
0.3730425,-0.1458238,1.381322,-0.1567537,-0.2118278,-0.02895641
0.3665951,-0.1457676,1.380887,-0.006447405,5.62E-05,-0.000434876
0.3478183,-0.1421162,1.380321,-0.01877671,0.003651381,-0.00056684
0.3162593,-0.1340598,1.383458,-0.03155905,0.008056358,0.003137946
0.2963367,-0.1274982,1.385256,-0.01992264,0.006561682,0.001797676
0.280224,-0.1212282,1.386225,-0.01611266,0.006269924,0.000968337
0.259119,-0.1130351,1.386341,-0.02110496,0.00819315,0.000116229
0.2429557,-0.1053555,1.387933,-0.01616332,0.007679567,0.001591921
0.2214023,-0.09580219,1.388864,-0.02155346,0.009553336,0.000930905
0.1502387,-0.02493268,1.387661,-0.07116355,0.07086951,-0.001202464
0.1300799,-0.007474931,1.395599,-0.02015886,0.01745775,0.007938147
0.09776694,0.08215968,1.399528,-0.03231291,0.08963461,0.003928542
0.08650688,0.1274009,1.399206,-0.01126006,0.04524124,-0.000321388
0.08111639,0.1492482,1.39926,-0.005390488,0.02184726,5.36E-05
0.06804641,0.1696215,1.402979,-0.01306999,0.02037328,0.003718615
0.06024652,0.191114,1.404198,-0.007799886,0.0214925,0.001219511
0.05471893,0.4095727,1.455848,-0.005527589,0.2184588,0.05165017
0.07580366,0.4354573,1.464584,0.02108473,0.02588463,0.008735538
0.08476796,0.4477113,1.470255,0.0089643,0.01225391,0.005671263
0.09826372,0.4641379,1.472801,0.01349576,0.01642665,0.002545595
0.1122725,0.476956,1.475591,0.01400881,0.01281813,0.002790213
0.1271909,0.4874897,1.475996,0.01491842,0.01053366,0.000405431
0.1438612,0.4955368,1.476991,0.01667027,0.008047074,0.000994325
0.1786115,0.5117239,1.479701,0.03475031,0.01618716,0.002710223
0.3935203,0.5112227,1.497372,0.2149088,-0.000501275,0.01767075
0.4089091,0.5235342,1.497166,0.01538885,0.01231158,-0.000205278
0.4165587,0.5221997,1.49526,0.007649541,-0.001334548,-0.001906395
0.4234244,0.5215484,1.493912,0.00686574,-0.0006513,-0.00134778
0.4268221,0.5188479,1.49217,0.003397644,-0.002700508,-0.001742363
0.4264613,0.5116652,1.491672,-0.000360727,-0.007182717,-0.000498176
