Name,X,Y,Z,DeltaX,DeltaY,Alpha,Kuant
R3,-0.05505044,0.3846243,1.322083,0.01502799,0.0103741,34.61803775,1
R3,-0.04047307,0.3943956,1.327359,0.01457737,0.0097713,33.83418793,1
R3,-0.01122496,0.4086454,1.335125,0.02924811,0.0142498,25.97553507,1
R3,0.00067734,0.4075406,1.336992,0.0119023,-0.0011048,354.6968642,8
R4,-0.2077748,0.3852144,1.473886,-0.20845214,-0.0223262,186.1133411,5
R4,-0.1055815,0.4277988,1.470422,0.1021933,0.0425844,22.62170814,1
R4,-0.08836933,0.4276247,1.47289,0.01721217,-0.0001741,359.4204766,8
R4,-0.04722518,0.4295634,1.478964,0.04114415,0.0019387,2.697764531,1
R4,-0.02899187,0.4251842,1.482001,0.01823331,-0.0043792,346.4947425,8
R4,-0.009593807,0.4186049,1.484706,0.019398063,-0.0065793,341.2644491,8
R4,0.007995449,0.408601,1.489304,0.017589256,-0.0100039,330.3709194,8
R4,0.02621266,0.3990878,1.493841,0.018217211,-0.0095132,332.4260104,8
R4,0.04369172,0.3866469,1.498007,0.01747906,-0.0124409,324.5582508,8
R4,0.1710368,0.1246029,1.516315,0.12734508,-0.262044,295.9182831,7
R4,0.1697589,0.1013282,1.515887,-0.0012779,-0.0232747,266.8573242,6
R4,0.1691507,0.07912073,1.515433,-0.0006082,-0.02220747,268.4312223,6
R4,0.1629667,0.05850778,1.513116,-0.006184,-0.02061295,253.3004625,6
R4,0.1298325,0.03701821,1.507912,-0.0331342,-0.02148957,212.9658936,5
R4,0.1286936,0.02245953,1.506117,-0.0011389,-0.01455868,265.5269613,6
R4,0.1293249,0.008565812,1.506912,0.0006313,-0.013893718,272.6016048,7
R4,0.1260376,-0.003137683,1.504274,-0.0032873,-0.011703495,254.3109082,6
R4,0.1095702,-0.01585082,1.501928,-0.0164674,-0.012713137,217.6688037,5
R4,0.0851506,-0.04297686,1.497424,-0.0244196,-0.02712604,228.0055951,6
R4,-0.03278797,-0.07699131,1.48069,-0.11793857,-0.03401445,196.0879947,5
R4,-0.04441991,-0.07542092,1.479414,-0.01163194,0.00157039,172.3111744,4
R4,-0.06280356,-0.07202721,1.47797,-0.01838365,0.00339371,169.5406775,4
R4,-0.08183267,-0.06549919,1.474963,-0.01902911,0.00652802,161.0652428,4
R4,-0.1045627,-0.05774621,1.472037,-0.02273003,0.00775298,161.1660178,4
R4,-0.123687,-0.04727114,1.470031,-0.0191243,0.01047507,151.2888872,4
R4,-0.1450738,-0.03695967,1.467604,-0.0213868,0.01031147,154.2593413,4
R4,-0.1638491,-0.02501837,1.464259,-0.0187753,0.0119413,147.5431851,4
R4,-0.3085383,0.1401946,1.423179,-0.1446892,0.16521297,131.2110278,3
R4,-0.3310735,0.1493173,1.417948,-0.0225352,0.0091227,157.9609123,4
R4,-0.3355073,0.1664259,1.415018,-0.0044338,0.0171086,104.5289227,3
R4,-0.3381362,0.1866542,1.413373,-0.0026289,0.0202283,97.4047423,3
R4,-0.3395339,0.1997763,1.410073,-0.0013977,0.0131221,96.07993384,3
R4,-0.3432747,0.2176303,1.411788,-0.0037408,0.017854,101.8335282,3
R4,-0.3419887,0.2275153,1.411536,0.001286,0.009885,82.58767303,2
R4,-0.3407687,0.250201,1.41336,0.00122,0.0226857,86.92169161,2
R4,-0.2880092,0.3344016,1.421425,0.0527595,0.0842006,57.92903306,2
R4,-0.2802508,0.3338013,1.420445,0.0077584,-0.0006003,355.5756001,8
R4,-0.2697451,0.3397332,1.421097,0.0105057,0.0059319,29.45065157,1
R4,-0.2572057,0.3454803,1.423911,0.0125394,0.0057471,24.62309278,1
R4,-0.2140481,0.3630244,1.433348,0.0431576,0.0175441,22.12235231,1
R5,0.2643409,0.3131548,1.461287,0.478389,-0.0498696,354.0487043,8
R5,0.2655337,0.3238991,1.464126,0.0011928,0.0107443,83.66513447,2
R5,0.2627217,0.332701,1.460269,-0.002812,0.0088019,107.7174581,3
R5,0.2694675,0.3398627,1.454797,0.0067458,0.0071617,46.71290419,2
R5,0.2765851,0.3412677,1.451963,0.0071176,0.001405,11.16651134,1
R5,0.2990905,0.3427984,1.445644,0.0225054,0.0015307,3.890967768,1
R5,0.3156262,0.3447554,1.442033,0.0165357,0.001957,6.749558962,1
R5,0.3329561,0.3447278,1.438682,0.0173299,-2.76E-05,359.9087495,8
R5,0.3511522,0.3423675,1.434158,0.0181961,-0.0023603,352.6091684,8
R5,0.3730977,0.3393035,1.430454,0.0219455,-0.003064,352.0518232,8
R5,0.3923538,0.3322296,1.427415,0.0192561,-0.0070739,339.828742,8
R5,0.4821171,0.2789099,1.423348,0.0897633,-0.0533197,329.2895467,8
R5,0.5298555,0.090306,1.423283,0.0477384,-0.1886039,284.204076,7
R5,0.5447909,0.08642773,1.418063,0.0149354,-0.00387827,345.4435147,8
R5,0.5406173,0.06965087,1.417592,-0.0041736,-0.01677686,256.0300379,6
R5,0.5377365,0.05159129,1.418453,-0.0028808,-0.01805958,260.9367392,6
R5,0.5332205,0.03499883,1.419526,-0.004516,-0.01659246,254.7745074,6
R5,0.511355,-0.003506027,1.425374,-0.0218655,-0.038504857,240.4093417,6
R5,0.5077295,-0.0129519,1.422698,-0.0036255,-0.009445873,249.0022782,6
R5,0.5014581,-0.02848375,1.423226,-0.0062714,-0.01553185,248.0122888,6
R5,0.4942928,-0.04331199,1.425096,-0.0071653,-0.01482824,244.2092443,6
R5,0.4851393,-0.05674477,1.425596,-0.0091535,-0.01343278,235.7283066,6
R5,0.4758253,-0.06673566,1.42629,-0.009314,-0.00999089,227.0081471,6
R5,0.4050191,-0.08835197,1.438946,-0.0708062,-0.02161631,196.9768213,5
R5,0.3978547,-0.08809882,1.44001,-0.0071644,0.00025315,177.9763281,4
R5,0.3563046,-0.08344873,1.447142,-0.0415501,0.00465009,173.6143002,4
R5,0.3439846,-0.07948679,1.451196,-0.01232,0.00396194,162.1729341,4
R5,0.3251497,-0.07607899,1.454505,-0.0188349,0.0034078,169.7444173,4
R5,0.3054595,-0.07190426,1.458176,-0.0196902,0.00417473,168.0293786,4
R5,0.2856009,-0.06636845,1.461938,-0.0198586,0.00553581,164.423585,4
R5,0.2664773,-0.06028227,1.464798,-0.0191236,0.00608618,162.3460719,4
R5,0.2232411,-0.04311252,1.468907,-0.0432362,0.01716975,158.3412233,4
R5,0.08053738,0.1538864,1.448012,-0.14270372,0.19699892,125.9191338,3
R5,0.07760312,0.1714867,1.44786,-0.00293426,0.0176003,99.46509894,3
R5,0.07736606,0.2087533,1.45081,-0.00023706,0.0372666,90.36446454,3
R5,0.09187143,0.235705,1.445179,0.01450537,0.0269517,61.71091995,2
R5,0.09854089,0.2393904,1.445168,0.00666946,0.0036854,28.92409475,1
R5,0.1067957,0.2405137,1.44457,0.00825481,0.0011233,7.749111802,1
R5,0.1150704,0.246467,1.443083,0.0082747,0.0059533,35.73343405,1
R5,0.1242846,0.3006877,1.447111,0.0092142,0.0542207,80.35536344,2
R6,0.3459553,0.3235099,1.456771,0.2216707,0.0228222,5.878200137,1
R6,0.3454639,0.3224837,1.456966,-0.0004914,-0.0010262,244.4123824,6
R6,0.3468982,0.3208817,1.456478,0.0014343,-0.001602,311.8386689,7
R6,0.349346,0.3198906,1.455997,0.0024478,-0.0009911,337.9572609,8
R6,0.3527519,0.3228446,1.455804,0.0034059,0.002954,40.93570335,1
R6,0.3597085,0.3226567,1.455096,0.0069566,-0.0001879,358.4527988,8
R6,0.3780023,0.3226673,1.45388,0.0182938,1.06E-05,0.033198963,1
R6,0.3889062,0.3234674,1.453133,0.0109039,0.0008001,4.196694988,1
R6,0.4015085,0.3230531,1.451824,0.0126023,-0.0004143,358.1170822,8
R6,0.4924787,0.2921724,1.443693,0.0909702,-0.0308807,341.2497299,8
R6,0.5058316,0.2832135,1.441333,0.0133529,-0.0089589,326.1410396,8
R6,0.5333986,0.2600035,1.438922,0.027567,-0.02321,319.9043411,8
R6,0.5454653,0.2470127,1.437472,0.0120667,-0.0129908,312.8879359,7
R6,0.5559906,0.2350681,1.436019,0.0105253,-0.0119446,311.3857423,7
R6,0.5643743,0.2177934,1.436082,0.0083837,-0.0172747,295.8880724,7
R6,0.5850077,0.1341372,1.436005,0.0206334,-0.0836562,283.855192,7
R6,0.5622295,0.01842155,1.443664,-0.0227782,-0.11571565,258.8639152,6
R6,0.5529436,-0.007343013,1.443767,-0.0092859,-0.025764563,250.1801456,6
R6,0.5457162,-0.01330946,1.445838,-0.0072274,-0.005966447,219.5407494,5
R6,0.5391051,-0.02344451,1.44729,-0.0066111,-0.01013505,236.8835626,6
R6,0.5314686,-0.03150189,1.450801,-0.0076365,-0.00805738,226.5361956,6
